0.02 -3.27966803339e-17 -1.0 -3.55381408563e-16 -0.999999999999
0.04 1.53359511589e-16 -1.0 -1.41606918192e-16 -0.999999999998
0.06 2.27481018845e-16 -1.0 -1.30589610404e-16 -0.999999999998
0.08 2.78654034647e-16 -1.0 -1.37982817935e-16 -0.999999999997
0.10 3.27575937344e-16 -1.0 -1.5134850816e-16 -0.999999999996
0.12 3.62408507954e-16 -1.0 -1.67956135296e-16 -0.999999999996
0.14 3.96142555099e-16 -1.0 -1.86892501475e-16 -0.999999999995
0.16 4.2969250441e-16 -1.0 -2.07936156064e-16 -0.999999999994
0.18 5.19507911476e-16 -1.0 -2.30913680279e-16 -0.999999999994
0.20 5.01643281013e-16 -1.0 -2.55937293231e-16 -0.999999999993
0.22 5.08896305642e-16 -1.0 -2.83141050283e-16 -0.999999999993
0.24 5.43067598932e-16 -1.0 -3.12694597903e-16 -0.999999999992
0.26 5.75191372095e-16 -1.0 -3.44840508185e-16 -0.999999999992
0.28 6.07890449275e-16 -1.0 -3.7987741313e-16 -0.999999999991
0.30 6.22494607375e-16 -1.0 -4.18174998443e-16 -0.999999999991
0.32 6.27281388028e-16 -1.0 -4.60163587271e-16 -0.99999999999
0.34 6.13774017291e-16 -1.0 -5.06390013502e-16 -0.99999999999
0.36 6.14962153168e-16 -1.0 -5.57493992786e-16 -0.999999999989
0.38 4.06362397679e-16 -1.0 -6.1426955129e-16 -0.999999999989
0.40 -7.09119649044e-16 -1.0 -6.77698365139e-16 -0.999999999989
0.42 -1.0 1.54419456715e-15 -7.49009426215e-16 -0.999999999988
0.44 -1.0 2.53589923823e-15 -8.29751350423e-16 -0.999999999988
0.46 -1.0 2.80638477134e-15 -9.21905696146e-16 -0.999999999988
0.48 -1.0 2.9004304541e-15 -1.0280753693e-15 -0.999999999987
0.50 -1.0 3.02159240212e-15 -1.15169402406e-15 -0.999999999987
0.52 -1.0 3.05463104609e-15 -1.29743919206e-15 -0.999999999987
0.54 -1.0 3.11383123291e-15 -1.47182487404e-15 -0.999999999986
0.56 -1.0 3.17060425553e-15 -1.68418624692e-15 -0.999999999986
0.58 -1.0 3.21321515945e-15 -1.94840296122e-15 -0.999999999986
0.60 -1.0 3.27562176644e-15 -2.28624395631e-15 -0.999999999986
0.62 -1.0 3.30988675126e-15 -2.73321928891e-15 -0.999999999986
0.64 -1.0 3.35162056934e-15 -3.35248305043e-15 -0.999999999986
0.66 -1.0 3.39568468772e-15 -4.26741534852e-15 -0.999999999986
0.68 -1.0 3.40695625326e-15 -5.7561163897e-15 -0.999999999987
0.70 -1.0 3.4320524949e-15 -8.60449928118e-15 -0.999999999988
0.72 -1.0 3.46055677409e-15 -1.62415351499e-14 -0.999999999992
0.74 -1.0 3.47020372987e-15 -1.04403730305e-13 0.999999999959
0.76 -1.0 3.47902883857e-15 -3.175447466e-13 0.999998568918
0.78 -1.0 3.51668561271e-15 -1.5796118688e-13 -3.92729228795e-07
