2.000000000000000042e-02 -3.841660384130000157e-04 2.409585238219999828e-02 -1.562836056769999898e-04 6.052900946470000411e-03 -9.974063547070000438e-05 2.450912997170000187e-03 -4.434517227939999790e-05 1.129190223920000050e-04 1.588845218710000060e-04 1.898845881569999913e-04
4.000000000000000083e-02 -7.399133209939999642e-04 2.141694805870000134e-02 -3.073054805880000187e-04 4.508502644959999639e-03 -2.040640905630000006e-04 1.328633712210000031e-03 4.196523397099999981e-04 5.329699827080000432e-04 5.940953928109999780e-04 7.057953179759999694e-04
5.999999999999999778e-02 -1.060358243519999915e-03 1.876393109699999937e-02 -4.478057113650000132e-04 2.919784090139999986e-03 -3.094845932070000214e-04 1.175810918649999935e-04 1.160836156330000103e-03 1.372255046859999997e-03 1.253645931570000023e-03 1.475612662300000060e-03
8.000000000000000167e-02 -1.336905334110000078e-03 1.614636796900000004e-02 -5.699313881199999810e-04 1.295557186300000082e-03 7.657266303059999868e-04 1.174755290809999979e-03 2.051507151489999955e-03 2.378706595549999903e-03 2.096176323609999850e-03 2.435361973790000061e-03
1.000000000000000056e-01 -1.558806957470000023e-03 1.357619733430000079e-02 -3.120504648160000029e-04 3.501229033009999915e-04 2.040632564359999828e-03 2.530881861839999990e-03 3.069114868550000107e-03 3.499975832150000171e-03 3.088262325769999990e-03 3.526214602800000191e-03
1.199999999999999956e-01 -1.712621341580000071e-03 1.106829790060000034e-02 1.288424000080000062e-03 1.996449071880000183e-03 3.388225350050000188e-03 3.921211791369999880e-03 4.195106073680000131e-03 4.682204404580000284e-03 4.202536451159999756e-03 4.692346109989999764e-03
1.400000000000000133e-01 -1.781561746700000091e-03 8.641165672180000160e-03 2.929847261979999940e-03 3.614312207039999895e-03 4.795882256330000204e-03 5.303627975429999787e-03 5.413680613629999819e-03 5.876106485310000384e-03 5.416340672829999571e-03 5.879416366869999813e-03
1.600000000000000033e-01 -1.744746369069999966e-03 6.317690188870000306e-03 4.604495942699999775e-03 5.165070814239999981e-03 6.249753911979999584e-03 6.625770433209999567e-03 6.709848185260000077e-03 7.032649416589999668e-03 6.710737903149999704e-03 7.033570629609999826e-03
1.799999999999999933e-01 -1.576393128039999978e-03 4.125984517790000188e-03 6.303372678309999977e-03 6.600280181060000362e-03 7.736843771109999830e-03 7.830130661940000458e-03 8.069491999549999878e-03 8.100723070179999610e-03 8.069772144799999478e-03 8.100942649179999552e-03
2.000000000000000111e-01 -1.245065708169999915e-03 2.100161195660000049e-03 7.863212146119999413e-03 7.863212146119999413e-03 8.860094122409999454e-03 8.860094122409999454e-03 9.027646204999999896e-03 9.027646204999999896e-03 9.027691081350000535e-03 9.027691081350000535e-03
2.200000000000000011e-01 -7.131753961829999551e-04 2.808477780310000079e-04 8.892744022679999541e-03 8.892744022679999541e-03 9.664062419630000192e-03 9.664062419630000192e-03 9.760609285409999406e-03 9.760609285409999406e-03 9.760617156059999203e-03 9.760617156059999203e-03
2.399999999999999911e-01 1.284894087590000107e-03 1.284894087590000107e-03 9.629209649079999503e-03 9.629209649079999503e-03 1.019646213079999919e-02 1.019646213079999919e-02 1.024838522590000058e-02 1.024838522590000058e-02 1.024838641339999995e-02 1.024838641339999995e-02
2.600000000000000089e-01 2.544702933410000149e-03 2.544702933410000149e-03 1.002050329230000023e-02 1.002050329230000023e-02 1.041709813279999980e-02 1.041709813279999980e-02 1.044330283769999944e-02 1.044330283769999944e-02 1.044330299260000025e-02 1.044330299260000025e-02
2.800000000000000266e-01 3.443573008630000046e-03 3.443573008630000046e-03 1.002633228669999946e-02 1.002633228669999946e-02 1.029096314750000025e-02 1.029096314750000025e-02 1.030346681819999978e-02 1.030346681819999978e-02 1.030346683589999923e-02 1.030346683589999923e-02
2.999999999999999889e-01 3.928247615950000368e-03 3.928247615950000368e-03 9.619682073730000463e-03 9.619682073730000463e-03 9.789316907230000489e-03 9.789316907230000489e-03 9.795011255259999938e-03 9.795011255259999938e-03 9.795011257039999697e-03 9.795011257039999697e-03
3.200000000000000067e-01 3.952953884589999710e-03 3.952953884589999710e-03 8.786198039450000830e-03 8.786198039450000830e-03 8.891520187999999228e-03 8.891520187999999228e-03 8.894023705449999664e-03 8.894023705449999664e-03 8.894023705610000149e-03 8.894023705610000149e-03
3.400000000000000244e-01 3.485265759979999916e-03 3.485265759979999916e-03 7.522784242989999891e-03 7.522784242989999891e-03 7.586677605649999774e-03 7.586677605649999774e-03 7.587753892979999873e-03 7.587753892979999873e-03 7.587753892989999686e-03 7.587753892989999686e-03
3.599999999999999867e-01 2.510369348839999997e-03 2.510369348839999997e-03 5.836187545470000390e-03 5.836187545470000390e-03 5.874379627010000229e-03 5.874379627010000229e-03 5.874838013710000431e-03 5.874838013710000431e-03 5.874838013710000431e-03 5.874838013710000431e-03
3.800000000000000044e-01 1.032333950219999985e-03 1.032333950219999985e-03 3.741632408830000180e-03 3.741632408830000180e-03 3.764289908970000053e-03 3.764289908970000053e-03 3.764485527840000147e-03 3.764485527840000147e-03 3.764485527840000147e-03 3.764485527840000147e-03
4.000000000000000222e-01 9.278668523639999749e-04 9.278668523639999749e-04 1.261308911860000099e-03 1.261308911860000099e-03 1.274722023040000081e-03 1.274722023040000081e-03 1.274806340430000018e-03 1.274806340430000018e-03 1.274806340430000018e-03 1.274806340430000018e-03
4.199999999999999845e-01 3.336613809350000206e-03 3.336613809350000206e-03 1.577371470730000056e-03 1.577371470730000056e-03 1.569421292059999980e-03 1.569421292059999980e-03 1.569384455830000104e-03 1.569384455830000104e-03 1.569384455830000104e-03 1.569384455830000104e-03
4.400000000000000022e-01 6.152660686639999967e-03 6.152660686639999967e-03 4.743645220000000315e-03 4.743645220000000315e-03 4.738920874779999938e-03 4.738920874779999938e-03 4.738904574160000306e-03 4.738904574160000306e-03 4.738904574160000306e-03 4.738904574160000306e-03
4.600000000000000200e-01 9.331646852469999837e-03 9.331646852469999837e-03 8.205188917469999690e-03 8.205188917469999690e-03 8.202374920080000159e-03 8.202374920080000159e-03 8.202367639309999375e-03 8.202367639309999375e-03 8.202367639300000429e-03 8.202367639300000429e-03
4.799999999999999822e-01 1.282946908860000020e-02 1.282946908860000020e-02 1.192965274149999921e-02 1.192965274149999921e-02 1.192797482850000042e-02 1.192797482850000042e-02 1.192797156189999951e-02 1.192797156189999951e-02 1.192797156189999951e-02 1.192797156189999951e-02
5.000000000000000000e-01 1.660443423970000068e-02 1.660443423970000068e-02 1.588583494079999839e-02 1.588583494079999839e-02 1.588483518790000104e-02 1.588483518790000104e-02 1.588483372310000100e-02 1.588483372310000100e-02 1.588483372310000100e-02 1.588483372310000100e-02
5.200000000000000178e-01 2.061841313590000169e-02 2.061841313590000169e-02 2.004448133430000029e-02 2.004448133430000029e-02 2.004388725619999853e-02 2.004388725619999853e-02 2.004388660260000149e-02 2.004388660260000149e-02 2.004388660260000149e-02 2.004388660260000149e-02
5.400000000000000355e-01 2.483729563799999887e-02 2.483729563799999887e-02 2.437875221790000019e-02 2.437875221790000019e-02 2.437840080350000063e-02 2.437840080350000063e-02 2.437840051439999975e-02 2.437840051439999975e-02 2.437840051439999975e-02 2.437840051439999975e-02
5.600000000000000533e-01 2.923101064950000064e-02 2.923101064950000064e-02 2.886442650340000082e-02 2.886442650340000082e-02 2.886421990040000107e-02 2.886421990040000107e-02 2.886421977399999950e-02 2.886421977399999950e-02 2.886421977399999950e-02 2.886421977399999950e-02
5.799999999999999600e-01 3.377330369420000061e-02 3.377330369420000061e-02 3.347991707749999740e-02 3.347991707749999740e-02 3.347979649419999953e-02 3.347979649419999953e-02 3.347979643969999780e-02 3.347979643969999780e-02 3.347979643969999780e-02 3.347979643969999780e-02
5.999999999999999778e-01 3.844139789760000342e-02 3.844139789760000342e-02 3.820616244410000167e-02 3.820616244410000167e-02 3.820609261809999879e-02 3.820609261809999879e-02 3.820609259499999771e-02 3.820609259499999771e-02 3.820609259499999771e-02 3.820609259499999771e-02
6.199999999999999956e-01 4.321561430700000123e-02 4.321561430700000123e-02 4.302644575509999986e-02 4.302644575509999986e-02 4.302640562460000040e-02 4.302640562460000040e-02 4.302640561499999905e-02 4.302640561499999905e-02 4.302640561499999905e-02 4.302640561499999905e-02
6.400000000000000133e-01 4.807899420640000115e-02 4.807899420640000115e-02 4.792617819660000000e-02 4.792617819660000000e-02 4.792615526249999897e-02 4.792615526249999897e-02 4.792615525860000059e-02 4.792615525860000059e-02 4.792615525860000059e-02 4.792615525860000059e-02
6.600000000000000311e-01 5.301694540310000064e-02 5.301694540310000064e-02 5.289267167839999811e-02 5.289267167839999811e-02 5.289265858489999861e-02 5.289265858489999861e-02 5.289265858330000070e-02 5.289265858330000070e-02 5.289265858330000070e-02 5.289265858330000070e-02
