0.000000000000000000e+00 9.189227586238746248e-03 5.529387354652470776e-05 6.264446172349336095e-05 8.644951684794177638e-05 8.784703411224281666e-05
1.000000000000000000e+00 1.801088606902800926e-02 1.083759921504112711e-04 1.227831449777117001e-04 1.694410530220791244e-04 1.721801868606043229e-04
2.000000000000000000e+00 1.407165845428176576e-02 2.260153201488757091e-05 2.560056902373153420e-05 3.515003526871618433e-05 3.571470270247179002e-05
3.000000000000000000e+00 1.933442623745007527e-02 2.912527474262516236e-04 3.299431131004171291e-04 4.544229155987178359e-04 4.617510731770302357e-04
4.000000000000000000e+00 1.443044665318793385e-02 2.145231638406297492e-05 2.429154673755373750e-05 3.311744181255793507e-05 3.364477118733555372e-05
5.000000000000000000e+00 1.943168733669509152e-02 5.546241196445755861e-04 6.282261542959188816e-04 8.628250283981842017e-04 8.766910885025236411e-04
6.000000000000000000e+00 1.445681240728918793e-02 2.140166727859771356e-05 2.422418857789265800e-05 3.270557121681783030e-05 3.321996026195428442e-05
7.000000000000000000e+00 1.943883462368645176e-02 9.016285395511136613e-04 1.021120137490227897e-03 1.397287824722481808e-03 1.419640428085067185e-03
8.000000000000000000e+00 1.445874990967055407e-02 2.143758654393757013e-05 2.425209277279183340e-05 3.233831524329655593e-05 3.283883524207720228e-05
9.000000000000000000e+00 1.943935984612532586e-02 1.332924155962644797e-03 1.509281195394285291e-03 2.055866456703081546e-03 2.088566875170116965e-03
1.000000000000000000e+01 1.445889228813318494e-02 2.148839963783677476e-05 2.429406913417864189e-05 3.190631004074129251e-05 3.239036079188961637e-05
1.100000000000000000e+01 1.943939844239683801e-02 1.848915308760856746e-03 2.093056130067938447e-03 2.835526023381551575e-03 2.880318120105362922e-03
1.200000000000000000e+01 1.445890275089856125e-02 2.154883738419988148e-05 2.434412542223762799e-05 3.140342543150875798e-05 3.186840183749817257e-05
1.300000000000000000e+01 1.943940127867116452e-02 2.450043685114922098e-03 2.772812060865992301e-03 3.732609264104347346e-03 3.791097640389984313e-03
1.400000000000000000e+01 1.445890351976503174e-02 2.161858531507521164e-05 2.440184522173316495e-05 3.083142414350703575e-05 3.127485579285105288e-05
1.500000000000000000e+01 1.943940148710232574e-02 3.136819929006051666e-03 3.548971997287875269e-03 4.742902113775704365e-03 4.816532079967572599e-03
1.600000000000000000e+01 1.445890357627055423e-02 2.169788595818289423e-05 2.446723144733375932e-05 3.019294948430895076e-05 3.061252839026140649e-05
1.700000000000000000e+01 1.943940150242606801e-02 3.909827289894640678e-03 4.422018540594652158e-03 5.861658172423123148e-03 5.951696997145705659e-03
1.800000000000000000e+01 1.445890358042750679e-02 2.178820215831267504e-05 2.454032530924132871e-05 2.949099784516073797e-05 2.988459708769264367e-05
1.900000000000000000e+01 1.943940150355760732e-02 4.769723502201284049e-03 5.392494502823641511e-03 7.083621429651687507e-03 7.191140945584706401e-03
2.000000000000000000e+01 1.445890358073870230e-02 2.189801720814399388e-05 2.462119799806483655e-05 2.872886681942743436e-05 2.909455743477229461e-05
2.100000000000000000e+01 1.943940150364875663e-02 5.717247598836849853e-03 6.461003296645673188e-03 8.403050995124838884e-03 8.528911691912388626e-03
2.200000000000000000e+01 1.445890358076812321e-02 2.207352914179727676e-05 2.471010121923855607e-05 2.791013695524480198e-05 2.824620359132001823e-05
2.300000000000000000e+01 1.943940150366429975e-02 6.753252314780300303e-03 7.628209490991189057e-03 9.813748072955985613e-03 9.958584804069525731e-03
2.400000000000000000e+01 1.445890358077561721e-02 2.254441206595014791e-05 2.480850823122215942e-05 2.703865475151001618e-05 2.734361083539527115e-05
2.500000000000000000e+01 1.943940150367462483e-02 7.878850461168429575e-03 8.894840396147518646e-03 1.130908508459371742e-02 1.147329450806133799e-02
2.600000000000000000e+01 1.445890358078255611e-02 2.434320396327294134e-05 2.492549088589646189e-05 2.611851485490035429e-05 2.639112388930220376e-05
2.700000000000000000e+01 1.943940150368317354e-02 9.096011414886029378e-03 1.026169342732952128e-02 1.288203680697685982e-02 1.306576669527315104e-02
2.800000000000000000e+01 1.445890358079060523e-02 3.164052068999056999e-05 2.511260911364221471e-05 2.515404325692527365e-05 2.539340039181547937e-05
2.900000000000000000e+01 1.943940150369194431e-02 1.040971440164084605e-02 1.172967293411864009e-02 1.452521338833856479e-02 1.472835414896067618e-02
3.000000000000000000e+01 1.445890358079710003e-02 5.947054235438953285e-05 2.563343943501328326e-05 2.414979792081384247e-05 2.435588892502060787e-05
3.100000000000000000e+01 1.943940150370282449e-02 1.183473565592541021e-02 1.329995989919374733e-02 1.623089515956444018e-02 1.645307560005204728e-02
3.200000000000000000e+01 1.445890358080426097e-02 1.558139558023863280e-04 2.769026834914534163e-05 2.311071969118838609e-05 2.328849205907035369e-05
3.300000000000000000e+01 1.943940150371337161e-02 1.341398671198801296e-02 1.497470457519078924e-02 1.799106968278785246e-02 1.823167167413952683e-02
3.400000000000000000e+01 1.445890358081247662e-02 4.548507286694647433e-04 3.614981476424139473e-05 2.204345663581186443e-05 2.223101125486959262e-05
3.500000000000000000e+01 1.943940150372358566e-02 1.525976382721550006e-02 1.675949182571367935e-02 1.979747564132672277e-02 2.005577008889303237e-02
3.600000000000000000e+01 1.445890358081985960e-02 1.280707078233189744e-03 6.839584417400734750e-05 2.096624480141251468e-05 2.141561088975230120e-05
3.700000000000000000e+01 1.943940150373468789e-02 1.762671995366715816e-02 1.867088841579533920e-02 2.164168890391193756e-02 2.191775846048826804e-02
3.800000000000000000e+01 1.445890358082813076e-02 3.294830091700728936e-03 1.788621542279655863e-04 1.997645945106540921e-05 2.220481442594124388e-05
3.900000000000000000e+01 1.943940150374401377e-02 2.099867942360966744e-02 2.075594982069517425e-02 2.351549606545022542e-02 2.381587531860795970e-02
4.000000000000000000e+01 1.445890358083551375e-02 7.592605846335753750e-03 5.157339842081221093e-04 1.967059394553105633e-05 3.185282043927095685e-05
4.100000000000000000e+01 1.943940150375444986e-02 2.610536974793309373e-02 2.313350668777813812e-02 2.541310458021484031e-02 2.578166549389548923e-02
4.200000000000000000e+01 1.445890358084295224e-02 1.551390614341702223e-02 1.425770611248933228e-03 2.346387201651589649e-05 8.384863379307105902e-05
4.300000000000000000e+01 1.943940150376488596e-02 3.370753733526499207e-02 2.606140183556349132e-02 2.734389741594878132e-02 2.800883591534908401e-02
4.400000000000000000e+01 1.445890358085105687e-02 2.787502170322531114e-02 3.594586526781795577e-03 4.857886924036769472e-05 3.057031665991138958e-04
4.500000000000000000e+01 1.943940150377387877e-02 4.401581365705131699e-02 3.000639183834086232e-02 2.939778342281029744e-02 3.135092968068609043e-02
4.600000000000000000e+01 1.445890358085805127e-02 4.362591827950962342e-02 8.133809806872227544e-03 1.683102634381095086e-04 1.065863328781391228e-03
4.700000000000000000e+01 1.943940150378431486e-02 5.589092693431563230e-02 3.564072614279312212e-02 3.202786079872688152e-02 3.875758108251392553e-02
4.800000000000000000e+01 1.445890358086515670e-02 5.870649452263165813e-02 1.642895742911903989e-02 6.310301994613132237e-04 3.025891583161521847e-03
