0.000000000000000000e+00 9.189227586331116804e-03 3.093385640260262748e-02 3.088342727096196616e-02 1.720047768818400158e-04 6.341296262079576529e-04
1.000000000000000000e+00 1.801088606920886459e-02 6.063035854910103772e-02 6.053151745108498183e-02 3.371293626883709038e-04 1.242894067367328326e-03
2.000000000000000000e+00 1.407165845442315266e-02 9.286228285375136560e-02 9.270695112037230512e-02 1.495584245761460984e-04 5.545465678319927427e-04
3.000000000000000000e+00 1.933442623764425328e-02 1.163477764438818896e-01 1.161580123966553524e-01 7.119946306215485521e-04 2.614456923335728433e-03
4.000000000000000000e+00 1.443044665333242937e-02 8.840165690637524776e-02 8.825691071917235453e-02 3.063538459404102632e-04 1.141447828025554667e-03
5.000000000000000000e+00 1.943168733689004668e-02 1.018255809030158554e-01 1.016629999767925119e-01 1.155787207253289317e-03 4.199194193589494972e-03
6.000000000000000000e+00 1.445681240743351692e-02 6.297812888301962397e-02 6.287938426991807050e-02 5.775159844472188553e-04 2.147449366366904755e-03
7.000000000000000000e+00 1.943883462388185102e-02 7.869587264022653850e-02 7.857549135780889094e-02 1.767221153379905374e-03 6.315197101388947409e-03
8.000000000000000000e+00 1.445874990981460551e-02 4.493324876870574691e-02 4.486845609276884916e-02 9.935635377827933823e-04 3.650635425145487556e-03
9.000000000000000000e+00 1.943935984631772751e-02 5.819203743196832423e-02 5.810989089999596402e-02 2.597953711997447179e-03 9.088569741921403988e-03
1.000000000000000000e+01 1.445889228827551554e-02 3.211528862307799770e-02 3.207559384132241398e-02 1.549581359724661045e-03 5.581524488615596802e-03
1.100000000000000000e+01 1.943939844258590899e-02 4.235954718453716072e-02 4.230791227741981242e-02 3.652371787639108192e-03 1.244375955283949509e-02
1.200000000000000000e+01 1.445890275103767220e-02 2.301970743162135014e-02 2.299856437143421584e-02 2.236047447169764446e-03 7.839138285816227292e-03
1.300000000000000000e+01 1.943940127885546154e-02 3.060952989523590961e-02 3.058134226203179651e-02 4.921627141243889447e-03 1.623747906624084525e-02
1.400000000000000000e+01 1.445890351990103406e-02 1.651299518250554099e-02 1.650563211258843088e-02 3.044514128795416941e-03 1.031682014678797499e-02
1.500000000000000000e+01 1.943940148728229289e-02 2.204240710578619922e-02 2.203193022002691848e-02 6.391778658287439185e-03 2.029555733009091867e-02
1.600000000000000000e+01 1.445890357640206014e-02 1.184819862028085868e-02 1.185107217916386846e-02 3.965917465787449636e-03 1.290005067669930394e-02
1.700000000000000000e+01 1.943940150259915178e-02 1.584482075597437589e-02 1.584760813991259454e-02 8.046078177562088207e-03 2.442920049845054287e-02
1.800000000000000000e+01 1.445890358055529346e-02 8.500614808206907735e-03 8.511085852422883846e-03 4.989987194304434936e-03 1.546932355939528714e-02
1.900000000000000000e+01 1.943940150372636122e-02 1.137853260965671076e-02 1.139120645376390240e-02 9.865464212491459328e-03 2.844511099358260076e-02
2.000000000000000000e+01 1.445890358086182603e-02 6.097662086534227921e-03 6.113765033146534300e-03 6.105080610262270113e-03 1.790488848273835698e-02
2.100000000000000000e+01 1.943940150381251453e-02 8.166000237792792049e-03 8.186020862456899749e-03 1.182879801595637659e-02 3.215482005650183162e-02
2.200000000000000000e+01 1.445890358088680605e-02 4.372666930781698991e-03 4.392939773197768183e-03 7.298291787307842338e-03 2.009247990205603740e-02
2.300000000000000000e+01 1.943940150382139631e-02 5.857512737200587516e-03 5.882981686483157446e-03 1.391309762307091358e-02 3.538369640055216703e-02
2.400000000000000000e+01 1.445890358089002570e-02 3.134358098454581576e-03 3.157715028797691836e-03 8.555642748618808024e-03 2.192899016750765595e-02
2.500000000000000000e+01 1.943940150382450494e-02 4.199496147011649860e-03 4.228999372736130802e-03 1.609382177411988746e-02 3.797937993990685435e-02
