0.000000000000000000e+00 9.189227586293924332e-03 1.287397173888038537e-05 3.476429327606472830e-02 1.930055407904100184e-01 7.021329463202663490e-05
1.000000000000000000e+00 1.801088606913592294e-02 2.523298460754830330e-05 6.813801482108644558e-02 3.782908599492015300e-01 1.376180574786944888e-04
2.000000000000000000e+00 1.407165845436647578e-02 1.184271530536573636e-04 5.664444182612493606e-02 3.144804653614714507e-01 8.094789667750790230e-05
3.000000000000000000e+00 1.933442623756609358e-02 2.110299025552819785e-04 8.189862203948222730e-02 4.546874493088132740e-01 1.731771934062598106e-04
4.000000000000000000e+00 1.443044665327414267e-02 3.330610758660035309e-04 3.369016077793723918e-02 1.870421368448905164e-01 1.146627883756856647e-04
5.000000000000000000e+00 1.943168733681099880e-02 6.136050032028439460e-04 1.372268944665699930e-02 7.618607623386769445e-02 1.971962954133710255e-04
6.000000000000000000e+00 1.445681240737500817e-02 7.090136742018415816e-04 7.132502676054586210e-03 3.959846171024222761e-02 2.997736740361633956e-04
7.000000000000000000e+00 1.943883462380413540e-02 1.242251249128023538e-03 3.833631315434904430e-03 2.128367976147094165e-02 5.465619495995666099e-04
8.000000000000000000e+00 1.445874990975776209e-02 1.242804352634907517e-03 2.260433147450224833e-03 1.254954670224733837e-02 7.109677005646686254e-04
9.000000000000000000e+00 1.943935984624178825e-02 2.083671250024843324e-03 1.272350563286672731e-03 7.063877484485003855e-03 1.136174571584325221e-03
1.000000000000000000e+01 1.445889228822011541e-02 1.927084466641026950e-03 7.789885164485865765e-04 4.324813931550541835e-03 1.325097620666904064e-03
1.100000000000000000e+01 1.943939844251318938e-02 3.127474750650893753e-03 4.469601719303550880e-04 2.481448105523753611e-03 1.952226008607116370e-03
1.200000000000000000e+01 1.445890275098415945e-02 2.753943127218549947e-03 2.758510422767312953e-04 1.531478841329703133e-03 2.131862861167621581e-03
1.300000000000000000e+01 1.943940127878496238e-02 4.361760442931461590e-03 1.587933543230057865e-04 8.815941395998727614e-04 2.983747131534042474e-03
1.400000000000000000e+01 1.445890351984918665e-02 3.713951191368247695e-03 9.816830310827029393e-05 5.450139967891343140e-04 3.120912658530650141e-03
1.500000000000000000e+01 1.943940148721234884e-02 5.772402903778894867e-03 5.655347619026862560e-05 3.139754392093019320e-04 4.217450441131753713e-03
1.600000000000000000e+01 1.445890357635265522e-02 4.796111510227518693e-03 3.497399140867107903e-05 1.941697495700944742e-04 4.279705483288653856e-03
1.700000000000000000e+01 1.943940150253364862e-02 7.343230308084258695e-03 2.015093716256632916e-05 1.118746320593055898e-04 5.637773085096386971e-03
1.800000000000000000e+01 1.445890358050783142e-02 5.988015430270332562e-03 1.246266893673020348e-05 6.919065296917548125e-05 5.593659446672283320e-03
1.900000000000000000e+01 1.943940150366518793e-02 9.056228129704413377e-03 7.180821061658626547e-06 3.986671714839573610e-05 7.226853267882749066e-03
