0.000000000000000000e+00 -3.330669073875469621e-16 1.129460034962870285e-02
1.000000000000000000e+00 2.248959855851162537e-04 1.129534469645171457e-02
2.000000000000000000e+00 8.746155080902040524e-04 1.129753209907902178e-02
3.000000000000000000e+00 1.876986202302255435e-03 1.130103313014446664e-02
4.000000000000000000e+00 3.121434133900424790e-03 1.130565477126432850e-02
5.000000000000000000e+00 4.475053598840483815e-03 1.131116762142880816e-02
6.000000000000000000e+00 5.805688562597555169e-03 1.131733347851698879e-02
7.000000000000000000e+00 7.007340841347076132e-03 1.132392812729332565e-02
8.000000000000000000e+00 8.018278105682397072e-03 1.133075680683531816e-02
9.000000000000000000e+00 8.823259739947075797e-03 1.133766229225757760e-02
1.000000000000000000e+01 9.440704696365098680e-03 1.134452706237182307e-02
1.100000000000000000e+01 9.904613026742503656e-03 1.135127156689491601e-02
1.200000000000000000e+01 1.025065012883108473e-02 1.135785045904930124e-02
1.300000000000000000e+01 1.050925957962828283e-02 1.136424818247211421e-02
1.400000000000000000e+01 1.070392048756568792e-02 1.137047474115937540e-02
1.500000000000000000e+01 1.085183946771456354e-02 1.137656193416963779e-02
1.600000000000000000e+01 1.096533668791305205e-02 1.138255977959024001e-02
1.700000000000000000e+01 1.105316802666767018e-02 1.138853219613317203e-02
1.800000000000000000e+01 1.112156686378094894e-02 1.139455020353034344e-02
1.900000000000000000e+01 1.117500631851972570e-02 1.140068016956186960e-02
2.000000000000000000e+01 1.121674355402425827e-02 1.140696490746281877e-02
2.100000000000000000e+01 1.124920777856915077e-02 1.141339852965819572e-02
2.200000000000000000e+01 1.127427378119953000e-02 1.141990291027772733e-02
2.300000000000000000e+01 1.129344220491327461e-02 1.142632025192184819e-02
2.400000000000000000e+01 1.130794019110964617e-02 1.143243267399089019e-02
2.500000000000000000e+01 1.131876478977627588e-02 1.143800299704839443e-02
2.600000000000000000e+01 1.132670075072748396e-02 1.144281621388086589e-02
2.700000000000000000e+01 1.133233763201545174e-02 1.144670414516125306e-02
2.800000000000000000e+01 1.133609409210783667e-02 1.144955038676263685e-02
2.900000000000000000e+01 1.133824512677981955e-02 1.145128310016851544e-02
3.000000000000000000e+01 1.133894552190805455e-02 1.145186454429969122e-02
3.100000000000000000e+01 1.133824512677988720e-02 1.145128310016849289e-02
3.200000000000000000e+01 1.133609409210780891e-02 1.144955038676244256e-02
3.300000000000000000e+01 1.133233763201477173e-02 1.144670414516116980e-02
3.400000000000000000e+01 1.132670075072746661e-02 1.144281621388051375e-02
3.500000000000000000e+01 1.131876478977564965e-02 1.143800299704830076e-02
3.600000000000000000e+01 1.130794019110954209e-02 1.143243267399070284e-02
3.700000000000000000e+01 1.129344220491316358e-02 1.142632025192173544e-02
3.800000000000000000e+01 1.127427378119918999e-02 1.141990291027771345e-02
3.900000000000000000e+01 1.124920777856931037e-02 1.141339852965834144e-02
4.000000000000000000e+01 1.121674355402430684e-02 1.140696490746301653e-02
4.100000000000000000e+01 1.117500631851985754e-02 1.140068016956215756e-02
4.200000000000000000e+01 1.112156686378072343e-02 1.139455020353006935e-02
4.300000000000000000e+01 1.105316802666733711e-02 1.138853219613283896e-02
4.400000000000000000e+01 1.096533668791266347e-02 1.138255977959012899e-02
4.500000000000000000e+01 1.085183946771439700e-02 1.137656193417008188e-02
4.600000000000000000e+01 1.070392048756535486e-02 1.137047474115937540e-02
4.700000000000000000e+01 1.050925957962822732e-02 1.136424818247222523e-02
4.800000000000000000e+01 1.025065012883091820e-02 1.135785045904952328e-02
4.900000000000000000e+01 9.904613026742392634e-03 1.135127156689491601e-02
5.000000000000000000e+01 9.440704696364987658e-03 1.134452706237187858e-02
5.100000000000000000e+01 8.823259739946853752e-03 1.133766229225774413e-02
5.200000000000000000e+01 8.018278105682119516e-03 1.133075680683498510e-02
5.300000000000000000e+01 7.007340841347076132e-03 1.132392812729332565e-02
5.400000000000000000e+01 5.805688562597499658e-03 1.131733347851693328e-02
5.500000000000000000e+01 4.475053598840483815e-03 1.131116762142869714e-02
5.600000000000000000e+01 3.121434133900535812e-03 1.130565477126521667e-02
5.700000000000000000e+01 1.876986202302088902e-03 1.130103313014424460e-02
5.800000000000000000e+01 8.746155080903150747e-04 1.129753209907902178e-02
5.900000000000000000e+01 2.248959855851162537e-04 1.129534469645265826e-02
