0.000000000000000000e+00 -2.000000000000000000e+00 2.599999999999997313e-01
1.000000000000000000e+00 -1.999967250662338936e+00 2.602139856990176026e-01
2.000000000000000000e+00 -1.999869047922514520e+00 2.608559271910511623e-01
3.000000000000000000e+00 -1.999705527462734445e+00 2.619257775387943132e-01
4.000000000000000000e+00 -1.999476914963129737e+00 2.634234581065861835e-01
5.000000000000000000e+00 -1.999183525418775975e+00 2.653488579525197233e-01
6.000000000000000000e+00 -1.998825762188210176e+00 2.677018329820501363e-01
7.000000000000000000e+00 -1.998404115778082746e+00 2.704822048677232305e-01
8.000000000000000000e+00 -1.997919162369868440e+00 2.736897597409127525e-01
9.000000000000000000e+00 -1.997371562095807240e+00 2.773242466626918423e-01
1.000000000000000000e+01 -1.996762057072421825e+00 2.813853758821463491e-01
1.100000000000000000e+01 -1.996091469201123347e+00 2.858728168915753987e-01
1.200000000000000000e+01 -1.995360697746475287e+00 2.907861962890980756e-01
1.300000000000000000e+01 -1.994570716703724766e+00 2.961250954601928331e-01
1.400000000000000000e+01 -1.993722571968123969e+00 3.018890480906294416e-01
1.500000000000000000e+01 -1.992817378319457378e+00 3.080775375241039393e-01
1.600000000000000000e+01 -1.991856316235929070e+00 3.146899939786666489e-01
1.700000000000000000e+01 -1.990840628552293268e+00 3.217257916366969561e-01
1.800000000000000000e+01 -1.989771616977662472e+00 3.291842456237760173e-01
1.900000000000000000e+01 -1.988650638488948630e+00 3.370646088922885086e-01
2.000000000000000000e+01 -1.987479101616275834e+00 3.453660690259688915e-01
2.100000000000000000e+01 -1.986258462636989908e+00 3.540877449818990996e-01
2.200000000000000000e+01 -1.984990221695080326e+00 3.632286837866289253e-01
2.300000000000000000e+01 -1.983675918862913168e+00 3.727878572031781967e-01
2.400000000000000000e+01 -1.982317130162140950e+00 3.827641583856379315e-01
2.500000000000000000e+01 -1.980915463560538603e+00 3.931563985379649129e-01
2.600000000000000000e+01 -1.979472554961279940e+00 4.039633035933176686e-01
